Customer_ID,account_age_months,avg_order_value,total_orders,days_since_last_purchase,discount_usage_rate,return_rate,customer_support_tickets,loyalty_member,browsing_frequency_per_week,cart_abandonment_rate,product_review_score_avg,engagement_score,satisfaction_score,price_sensitivity_index,churned,order_value_density,inactivity_ratio,support_friction_index
1220c87a-32a5-4da6-a9e2-4aaaf2a882d0,36.0,79.43,28.0,17.0,0.42160000000000003,0.0552,2.0,No,4.4,0.381,3.1,5.1,6.58,6.3,No,2.7389655172413794,0.4594594594594595,0.762
d0eecc86-4ae6-4653-9f9a-de0695d33f51,52.0,137.59,1.0,82.0,0.15,0.0488,0.0,No,6.4,0.857,3.95,3.07,8.79,3.2,Yes,68.795,1.5471698113207548,0.0
2127f363-801b-44f3-83d1-de19bbc09828,43.0,48.97,11.0,22.0,0.329,0.1128,1.0,No,4.1,0.627,3.04,5.63,7.0,5.0,No,4.0808333333333335,0.5,0.627
ddc3481b-aee0-49f5-84f1-1c76a30d5e8d,56.0,62.04,1.0,89.0,0.112,0.0832,1.0,No,3.0,0.754,3.72,1.03,7.78,3.4,Yes,31.02,1.5614035087719298,0.754
e787ade8-8ca2-43a4-ba20-961c703185e6,58.0,143.16,31.0,1.0,0.2286,0.0128,0.0,Yes,6.9,0.757,3.71,8.72,8.67,2.3,No,4.47375,0.01694915254237288,0.0
c9ba4869-e021-403d-af3b-73b3324b0242,26.0,70.96,14.0,89.0,0.214,0.2048,1.0,No,1.2,0.692,4.23,1.0,7.88,4.1,Yes,4.730666666666666,3.2962962962962963,0.692
2bf8be45-e764-4646-8282-cd6695af62e9,10.0,31.25,6.0,1.0,0.16,0.0024,0.0,No,1.6,0.603,3.93,5.68,8.92,3.9,No,4.464285714285714,0.09090909090909091,0.0
00c1fbc3-fffc-4512-a77a-6c30e34184a7,30.0,56.85,1.0,68.0,0.2274,0.0256,0.0,No,3.4,0.521,3.7,5.1,8.61,2.9,Yes,28.425,2.193548387096774,0.0
25c82678-4e31-43d8-9651-b0dff6c69ab5,42.0,142.36,22.0,5.0,0.3172,0.008,0.0,No,1.4,0.67,5.0,5.95,9.97,3.6,No,6.189565217391305,0.11627906976744186,0.0
0c828c6c-779d-4775-a6e2-fff8782c8e7e,36.0,26.02,1.0,15.0,0.2016,0.1016,2.0,No,5.4,0.561,4.45,5.1,7.78,3.7,No,13.01,0.40540540540540543,1.122
146fe69f-47aa-40f3-a44a-0ecf0acad49e,58.0,96.65,15.0,89.0,0.2796,0.0376,1.0,No,4.0,0.734,4.39,5.1,8.6,5.7,Yes,6.040625,1.5084745762711864,0.734
d57e3ca7-4274-43e8-80e0-c9daad85b111,17.0,21.68,9.0,22.0,0.098,0.0904,0.0,No,0.3,0.623,4.42,4.3,9.12,3.6,No,2.168,1.2222222222222223,0.0
a0b9a036-d589-44ab-8178-12947dad146d,25.0,31.9,13.0,27.0,0.327,0.028,0.0,Yes,6.5,0.237,3.93,6.25,8.84,5.1,No,2.2785714285714285,1.0384615384615385,0.0
22c1cca5-4d16-45d8-a69b-b496b48d8517,11.0,75.57,3.0,22.0,0.111,0.012,0.0,No,3.0,0.758,3.56,5.0,8.52,3.3,No,18.8925,1.8333333333333333,0.0
3dce0ea7-e57a-4b7d-9e81-3ce06a2471d7,59.0,89.85,15.0,8.0,0.177,0.1344,0.0,No,3.3,0.802,3.8,6.2,8.35,3.7,No,5.615625,0.13333333333333333,0.0
561596de-bf98-48ae-8f4b-1622192c5d76,56.0,127.75,31.0,29.0,0.182,0.0,0.0,Yes,3.0,0.835,3.71,5.98,8.71,3.5,No,3.9921875,0.5087719298245614,0.0
53850a03-0a7a-4af4-bd60-a79560641fd7,47.0,36.97,12.0,56.0,0.46,0.0656,3.0,No,0.0,0.445,3.09,2.6,5.87,6.0,Yes,2.8438461538461537,1.1666666666666667,1.335
50492543-3b75-4a2f-8ee9-184484892a9b,31.0,60.62,1.0,35.0,0.496,0.0112,0.0,No,1.3,0.222,4.27,3.72,9.23,6.1,No,30.31,1.09375,0.0
c40235dd-c472-4c65-9936-12a6079ddce8,12.0,70.0,4.0,10.0,0.08,0.0392,0.0,No,5.7,0.619,2.69,6.53,7.56,3.1,No,14.0,0.7692307692307693,0.0
4ed45574-265c-436e-b3fb-b67b48d6c1a6,25.0,99.34,1.0,72.0,0.572,0.0008,0.0,No,0.1,0.601,3.56,1.47,8.56,6.4,Yes,49.67,2.769230769230769,0.0
01000fde-a1c9-402b-af1a-f10129388aeb,26.0,30.79,7.0,54.0,0.342,0.0968,0.0,No,7.4,0.537,5.0,5.0,9.68,5.2,No,3.84875,2.0,0.0
22d801c6-4ffb-484c-a831-65ac51a01cef,39.0,30.93,10.0,65.0,0.792,0.1176,0.0,Yes,0.0,0.542,3.17,2.08,7.78,8.4,Yes,2.811818181818182,1.625,0.0
d027d7e8-9143-48d2-8b0e-6f6abfc75092,56.0,74.29,15.0,3.0,0.3106,0.0136,2.0,No,5.9,0.282,4.18,5.1,7.8,5.1,No,4.643125,0.05263157894736842,0.564
c870b8de-4e9f-4f34-a37b-7c584bfb6eb5,13.0,74.43,4.0,1.0,0.043,0.0608,0.0,No,3.2,0.592,5.0,6.15,9.8,2.9,No,14.886000000000001,0.07142857142857142,0.0
dfd38c61-c256-479c-a93b-e1af0587d0cf,30.0,20.79,8.0,6.0,0.044,0.18,1.0,No,2.4,0.777,4.85,5.77,8.58,3.2,No,2.31,0.1935483870967742,0.777
bd6df147-e90d-43fe-91bf-c99f2a10a4e3,3.0,50.42,2.0,18.0,0.195,0.076,0.0,No,1.7,0.346,4.82,4.73,9.57,4.1,No,16.80666666666667,4.5,0.0
8d477b28-b57e-4a90-8dc9-930b2ab6d2db,54.0,176.87,14.0,83.0,0.218,0.1064,2.0,No,2.5,0.621,3.43,2.15,6.74,3.5,Yes,11.791333333333334,1.509090909090909,1.242
b7bf1f08-5c7c-4faa-95ed-91d3518b65bd,31.0,165.49,24.0,34.0,0.218,0.1248,0.0,No,2.7,0.718,4.13,5.0,8.71,3.5,No,6.6196,1.0625,0.0
db979fdf-98a0-4625-aeb2-f028fb400cb9,21.0,109.7,11.0,1.0,0.428,0.0224,0.0,No,2.6,0.506,3.97,6.18,8.9,5.3,No,9.141666666666667,0.045454545454545456,0.0
8dc511b3-845b-4762-9047-312d380b442e,46.0,69.14,12.0,8.0,0.105,0.048,1.0,Yes,3.3,0.798,4.15,6.1,8.32,3.3,No,5.318461538461539,0.1702127659574468,0.798
21722ff8-6d98-4246-8796-efc2bbe546a2,35.0,89.8,18.0,38.0,0.09,0.04,0.0,No,2.5,0.685,3.51,4.53,8.38,3.1,No,4.726315789473684,1.0555555555555556,0.0
8a2648a1-2a86-458c-af23-68739f1f3654,56.0,75.32,1.0,17.0,0.223,0.0576,0.0,Yes,4.5,0.569,3.58,5.68,8.39,4.1,No,37.66,0.2982456140350877,0.0
6ca15e38-bf5f-4e74-9655-8d4b8d4b71aa,29.0,36.64,15.0,4.0,0.3998,0.1224,0.0,No,1.2,0.765,5.0,5.1,9.59,7.0,No,2.29,0.13333333333333333,0.0
aa92b969-2ce1-4cee-83c2-8011f1bbb801,13.0,61.12,4.0,89.0,0.28500000000000003,0.0352,0.0,Yes,1.3,0.318,4.24,1.0,9.12,4.2,Yes,12.224,6.357142857142857,0.0
25af5ead-098a-4b7a-a3ed-3cc6541e750f,30.0,185.52249999999998,1.0,51.0,0.749,0.2232,2.0,No,0.2,0.463,4.13,2.55,7.05,7.1,Yes,92.76124999999999,1.6451612903225807,0.926
f37f9b70-c0a6-4e8b-ac3c-cecd0dcecb47,6.0,39.13,5.0,49.0,0.116,0.1032,2.0,No,5.3,0.414,3.61,4.48,6.93,3.6,Yes,6.521666666666667,7.0,0.828
c30b4870-b853-42df-9201-04f5e6e85221,11.0,78.44,1.0,89.0,0.025,0.016,0.0,No,3.2,0.74,2.33,1.1,7.28,2.7,Yes,39.22,7.416666666666667,0.0
dd9aac9a-f5ad-44d7-b909-a6cd74394fd7,4.0,78.61,2.0,23.0,0.36100000000000004,0.0912,0.0,No,2.3,0.324,3.38,5.1,8.08,5.8,No,26.203333333333333,4.6,0.0
c13a85cd-3b62-40c1-8376-14a8f2054e61,50.0,57.45,31.0,3.0,0.283,0.1008,2.0,No,2.0,0.964,3.01,6.78,6.34,4.6,No,1.7953125,0.058823529411764705,1.928
1430c662-db01-4977-bba0-c6352e033c3d,22.0,90.78,6.0,42.0,0.23,0.1296,0.0,No,3.6,0.376,2.9,4.3,7.47,4.1,No,12.968571428571428,1.826086956521739,0.0
3936a719-1565-4962-9eca-cba286c2fbae,34.0,149.86,1.0,10.0,0.287,0.0056,0.0,No,1.7,0.366,4.42,5.1,9.4,4.1,No,74.93,0.2857142857142857,0.0
a65d1630-c9c2-4838-8acc-654db9d83665,30.0,163.28,8.0,25.0,0.325,0.088,1.0,No,8.1,0.652,4.31,6.72,8.35,4.3,No,18.142222222222223,0.8064516129032258,0.652
d9c0fa13-9242-448e-8267-69f32effaacb,5.0,107.95,1.0,14.0,0.057,0.0656,1.0,No,4.3,0.329,2.97,5.77,7.08,2.8,No,53.975,2.3333333333333335,0.329
389ccae7-6bb0-46b9-9e53-db7c55fe3599,28.0,55.33,15.0,16.0,0.087,0.0704,2.0,No,2.7,0.785,3.85,5.6,7.28,3.3,No,3.458125,0.5517241379310345,1.57
b74be59e-cc71-4029-8423-08a448d136bb,31.0,104.77,16.0,2.0,0.523,0.044,1.0,Yes,2.2,0.809,4.9,6.17,9.09,6.0,No,6.162941176470588,0.0625,0.809
3fa840d1-b725-47be-91f6-5a20a51ee805,23.0,57.19,1.0,8.0,0.478,0.0272,1.0,No,4.2,0.862,4.19,6.03,8.43,6.0,No,28.595,0.3333333333333333,0.862
ca70ca4b-ae2b-4d0d-b773-d4cf0ec0d582,3.0,82.86,1.0,4.0,0.135,0.124,0.0,No,4.4,0.749,1.56,6.3,6.15,3.4,No,41.43,1.0,0.0
7edd187b-fe73-44b9-9433-d6d4ed7105ee,35.0,29.35,1.0,29.0,0.101,0.2512,2.0,No,2.7,0.398,4.92,4.48,7.75,3.5,No,14.675,0.8055555555555556,0.796
e46f3dd1-6b0d-459d-b0bd-72ef5778d73a,21.0,44.07,6.0,30.0,0.416,0.1528,3.0,No,4.4,0.656,4.97,5.17,7.46,5.6,No,6.295714285714285,1.3636363636363635,1.968
6016529a-1e12-4939-9f49-f01620f3982e,60.0,55.41,16.0,40.0,0.327,0.016,0.0,Yes,3.8,0.476,5.0,4.8,9.95,5.0,No,3.2594117647058822,0.6557377049180327,0.0
66861e01-dc36-4b78-8f81-2ce710172031,21.0,44.25,11.0,5.0,0.543,0.072,0.0,Yes,3.5,0.362,4.29,6.28,9.05,6.5,No,3.6875,0.22727272727272727,0.0
ab983db9-5c20-4096-8420-43e747d88ecd,10.0,46.37,1.0,85.0,0.246,0.2088,0.0,No,3.4,0.518,3.25,1.92,7.55,4.4,Yes,23.185,7.7272727272727275,0.0
fec453a6-bdd5-41d6-a2b2-6c8bef07e2e9,59.0,69.53,1.0,21.0,0.645,0.0088,0.0,No,2.1,0.619,5.0,4.68,9.97,7.1,No,34.765,0.35,0.0
538ac0fb-543d-4ac1-8a20-e979c2710bc1,12.0,41.47,4.0,38.0,0.061,0.0128,1.0,No,5.3,0.537,5.0,5.0,9.29,3.2,No,8.294,2.923076923076923,0.537
65d6a361-6c84-4f53-a407-8a79f3ca952e,27.0,39.41,7.0,82.0,0.542,0.0336,0.0,No,3.7,0.316,5.0,2.37,9.89,6.6,Yes,4.92625,2.9285714285714284,0.0
21d0e88a-4dcb-4ad9-a35d-a27bdcfee876,37.0,88.66,10.0,31.0,0.014,0.0216,2.0,No,3.9,0.697,2.65,5.08,6.24,2.6,No,8.06,0.8157894736842105,1.394
d3b3bec2-672f-4393-b791-5dd717f96554,12.0,21.37,4.0,9.0,0.24020000000000002,0.0256,0.0,No,4.7,0.736,3.54,6.25,8.45,4.4,No,4.274,0.6923076923076923,0.0
a8f561fe-9235-4ca1-aed9-7cc5e2afb317,23.0,82.66,6.0,29.0,0.156,0.0048,0.0,No,1.4,0.705,3.64,4.22,8.62,3.6,No,11.808571428571428,1.2083333333333333,0.0
42204e39-c554-4cc9-8384-f9e68de719a1,22.0,69.75,1.0,24.0,0.291,0.18,1.0,No,3.2,0.406,3.32,4.9,7.05,4.6,No,34.875,1.0434782608695652,0.406
c37dccc4-5879-4b37-97a6-ecbd320c88cb,23.0,135.51,1.0,4.0,0.166,0.0224,1.0,No,2.1,0.565,3.82,5.53,8.08,3.3,No,67.755,0.16666666666666666,0.565
b586a9c4-db78-4084-b4e8-fd58bf5e8cb3,23.0,154.21,1.0,15.0,0.436,0.108,3.0,No,3.9,0.906,2.11,5.58,4.75,5.1,No,77.105,0.625,2.718
1729a99b-34ff-4c34-bdb4-f37997ddc817,15.0,90.39,8.0,56.0,0.424,0.0176,1.0,No,0.0,0.756,4.58,2.47,8.85,5.4,Yes,10.043333333333333,3.5,0.756
2d2da885-e462-489f-9fbb-ee3e4bd7c467,26.0,75.8,7.0,36.0,0.2844,0.0848,0.0,No,5.6,0.683,4.67,5.1,9.39,7.2,No,9.475,1.3333333333333333,0.0
e41a54c1-933a-45b5-b800-e71212be8505,54.0,47.69,1.0,4.0,0.436,0.052,1.0,No,1.1,0.895,4.88,5.2,9.04,5.8,No,23.845,0.07272727272727272,0.895
4c819fa2-424a-4b73-b186-27bd5bbbebbc,28.0,157.29,15.0,89.0,0.417,0.028,0.0,No,6.5,0.737,5.0,2.77,9.91,5.6,Yes,9.830625,3.0689655172413794,0.0
690b6d06-98e2-4312-a84f-f3a234c089b9,13.0,27.32,1.0,63.0,0.3562,0.0392,0.0,No,2.8,0.398,3.74,5.1,8.61,5.2,Yes,13.66,4.5,0.0
5c835ea2-a3c8-4f19-b3ba-df9ddd4ecec3,35.0,78.57,1.0,49.0,0.2424,0.1104,0.0,No,2.3,0.724,2.66,3.35,7.29,4.4,Yes,39.285,1.3611111111111112,0.0
f3c037cf-641b-456b-b3de-fe829d958a4a,37.0,125.25,1.0,39.0,0.113,0.0024,0.0,No,6.6,0.546,4.73,5.28,9.72,3.0,No,62.625,1.0263157894736843,0.0
508e43d8-1d84-4b5e-adb8-9825d29d0e30,44.0,41.74,12.0,39.0,0.3592,0.0312,0.0,No,0.9,0.558,4.49,5.1,9.39,5.0,No,3.210769230769231,0.8666666666666667,0.0
8a49af02-b00e-4bc8-9ac6-9b046b819a0a,38.0,23.89,1.0,17.0,0.151,0.0024,0.0,No,5.3,0.582,3.81,5.95,8.8,3.9,No,11.945,0.4358974358974359,0.0
b197d3e9-299a-4062-97d7-f0158693ee56,4.0,100.67,2.0,20.0,0.163,0.02,1.0,No,1.5,0.856,3.64,4.57,7.91,3.5,No,33.556666666666665,4.0,0.856
6c339a18-3862-42b5-9e8f-dfc2f93eeac0,14.0,54.35,1.0,4.0,0.556,0.0136,0.0,No,4.6,0.635,2.61,6.37,7.56,6.6,No,27.175,0.26666666666666666,0.0
e80d2b66-2621-4e88-86a9-747e13406d50,47.0,51.59,12.0,16.0,0.515,0.0448,0.0,No,7.5,0.896,4.18,7.1,9.03,6.3,No,3.968461538461539,0.3333333333333333,0.0
679f12da-2243-4ea4-9e89-4d1d6b7e4da6,37.0,84.87,1.0,44.0,0.3362,0.1016,3.0,No,3.5,0.17,5.0,5.1,7.66,4.3,No,42.435,1.1578947368421053,0.51
8f9f698f-df6e-402b-b890-7f5be9314864,8.0,53.58,1.0,15.0,0.18859999999999996,0.0704,0.0,No,0.6,0.77,3.33,4.48,8.1,5.5,No,26.79,1.6666666666666667,0.0
f90716b6-c5b5-48d5-8c7d-61c2d6eec3d0,34.0,71.59,9.0,74.0,0.229,0.0776,2.0,Yes,0.9,0.786,1.63,1.9,5.04,4.2,Yes,7.159000000000001,2.1142857142857143,1.572
db7374a0-f133-4900-8032-4c3928e6af84,2.0,122.4,1.0,68.0,0.2372,0.0216,0.0,No,1.1,0.52,3.82,5.1,8.75,4.8,Yes,61.2,22.666666666666668,0.0
e5beeaa5-b6e1-492f-ba7b-5ff4efe945cb,8.0,128.29,3.0,15.0,0.169,0.2759999999999999,1.0,No,3.2,0.955,4.08,5.42,7.49,3.4,No,32.0725,1.6666666666666667,0.955
77346be0-b307-474f-9142-e9d7ed41e7a6,57.0,69.63,1.0,25.0,0.694,0.0392,1.0,No,2.7,0.689,4.21,4.68,8.41,7.4,No,34.815,0.43103448275862066,0.689
9b448204-bf96-4693-b882-c996f077dcb8,25.0,34.1,1.0,75.0,0.2686,0.0784,2.0,No,3.7,0.443,4.19,5.1,7.6,3.8,Yes,17.05,2.8846153846153846,0.886
aeaa0b58-6678-4c64-a3d5-be01cf574ce2,27.0,78.07,21.0,66.0,0.35700000000000004,0.0104,0.0,Yes,1.9,0.717,3.32,3.03,8.29,4.8,No,3.5486363636363634,2.357142857142857,0.0
6cc16b0d-d726-4a0e-86dd-8e943dc6b64b,59.0,82.2,15.0,25.0,0.388,0.0456,0.0,No,2.9,0.918,3.94,5.22,8.79,5.2,No,5.1375,0.4166666666666667,0.0
5cb96a38-5cdb-46c9-94e7-c0cd240a4a06,59.0,115.97,15.0,32.0,0.2158,0.06,0.0,No,2.5,0.486,4.21,4.73,9.01,3.3,No,7.248125,0.5333333333333333,0.0
fa6c06ab-d31f-490e-b480-ef9d1ca8f6a9,17.0,79.34,1.0,31.0,0.328,0.0808,0.0,No,5.4,0.926,5.0,5.28,9.73,4.8,No,39.67,1.7222222222222223,0.0
8182b6b3-90b5-45c6-bd0a-76405bed5e9a,58.0,51.55,30.0,3.0,0.364,0.1248,0.0,No,2.5,0.203,4.81,6.68,9.39,5.2,No,1.6629032258064516,0.05084745762711865,0.0
adc372b9-4254-4c79-b9e1-6bcc63ffd4c5,30.0,72.37,1.0,88.0,0.108,0.0672,2.0,No,4.6,0.555,3.3,2.17,6.74,3.3,Yes,36.185,2.838709677419355,1.11
be0f1286-3021-4348-b6b3-2ded45047363,51.0,65.33,13.0,14.0,0.314,0.0888,0.0,No,2.5,0.924,2.93,5.57,7.63,4.8,No,4.666428571428571,0.2692307692307692,0.0
ae8d2cf7-b20d-4ca1-b74f-6a403428c86c,38.0,33.02,1.0,14.0,0.257,0.0928,0.0,No,4.9,0.651,4.27,5.97,8.96,4.6,No,16.51,0.358974358974359,0.0
6b19221c-4486-40af-baed-ef07e5e8add9,57.0,128.72,15.0,30.0,0.071,0.2104,1.0,No,2.8,0.874,4.34,4.93,7.97,2.7,No,8.045,0.5172413793103449,0.874
5d9ad1c3-4151-42b6-a975-2f932960a6fa,56.0,59.5,15.0,2.0,0.451,0.2432,0.0,No,0.5,0.651,3.87,5.57,8.06,5.8,No,3.71875,0.03508771929824561,0.0
07011a11-e8e3-40e6-87a1-63947aad48ec,56.0,48.11,1.0,15.0,0.29700000000000004,0.1616,1.0,No,0.9,0.602,3.19,4.58,6.98,3.0,No,24.055,0.2631578947368421,0.602
dd5563a8-fe59-48c1-942e-24f4d9b6a81c,10.0,58.93,1.0,2.0,0.25379999999999997,0.0312,1.0,No,8.3,0.648,4.01,7.7,8.24,3.7,No,29.465,0.18181818181818182,0.648
9358597a-5830-4bbe-a3f4-0067f3ce6732,34.0,36.21,1.0,45.0,0.065,0.0136,0.0,Yes,6.3,0.248,2.63,4.88,7.58,3.2,No,18.105,1.2857142857142858,0.0
8134cd2d-399a-40b1-a363-f6474208e3f3,58.0,95.63,15.0,6.0,0.298,0.012,1.0,No,3.7,0.724,2.9,6.43,7.19,4.5,No,5.976875,0.1016949152542373,0.724
253bcee9-62e7-483c-ab2e-2cadb72af58a,15.0,171.89,4.0,11.0,0.192,0.1328,0.0,No,3.3,0.675,5.0,5.68,9.56,3.3,No,34.378,0.6875,0.0
2b5c40f9-7ea1-432b-a545-0ab9fad21f28,55.0,136.45,14.0,61.0,0.3022,0.0088,0.0,Yes,3.1,0.868,3.92,5.1,8.89,4.0,No,9.096666666666666,1.0892857142857142,0.0
d545049c-b8c4-40b1-8a29-36fa763790a3,22.0,85.36,6.0,54.0,0.576,0.156,1.0,No,1.0,0.166,3.51,2.83,7.32,6.5,Yes,12.194285714285714,2.347826086956522,0.166
f0bbf50d-f7fe-44f5-9e47-f57cd0fec982,25.0,59.29,7.0,1.0,0.344,0.0496,1.0,Yes,0.7,0.62,4.28,5.42,8.45,5.1,No,7.41125,0.038461538461538464,0.62
b2941736-d9d0-4f32-86d3-e368edf61a3f,14.0,68.67,1.0,1.0,0.067,0.056,0.0,No,6.1,0.659,4.13,7.02,8.94,3.1,No,34.335,0.06666666666666667,0.0
da2da5fc-4d47-43ba-837e-2e1b3a8a8ac6,25.0,95.11,1.0,29.0,0.193,0.0104,0.0,No,3.4,0.646,4.15,4.72,9.12,3.8,No,47.555,1.1153846153846154,0.0
14c13504-82e3-4a5d-9907-ac4dc91e3c26,45.0,73.96,23.0,19.0,0.2172,0.1992,2.0,No,3.4,0.518,4.22,5.95,7.22,4.0,No,3.0816666666666666,0.41304347826086957,1.036
709c2467-946b-47b5-b60d-290ad9474d30,53.0,99.28,31.0,40.0,0.227,0.0096,1.0,Yes,0.9,0.528,5.0,4.63,9.3,4.0,No,3.1025,0.7407407407407407,0.528
5e4a6b4c-c1db-49e1-9d7c-27671396b440,17.0,45.57,5.0,17.0,0.037,0.0136,2.0,No,5.0,0.14,3.31,5.98,6.93,3.0,No,7.595,0.9444444444444444,0.28
f2d6729a-df24-40b9-b4d2-df294f9dd2ab,43.0,73.16,1.0,15.0,0.116,0.0416,2.0,No,3.3,0.437,3.71,5.38,7.24,3.4,No,36.58,0.3409090909090909,0.874
27a510b9-b3ce-4c83-bb48-dab3422ec7da,2.0,58.29,3.0,17.0,0.3922,0.1024,0.0,No,4.4,0.432,2.57,5.1,7.23,5.8,No,14.5725,5.666666666666667,0.0
bab96c2a-8105-4d0c-8bd9-1aabe0d76f21,29.0,63.54,8.0,16.0,0.3014,0.144,1.0,No,3.3,0.392,3.22,5.57,7.07,4.8,No,7.06,0.5333333333333333,0.392
5ded214f-0707-49c9-a544-be3f7511a608,21.0,136.52,11.0,46.0,0.53,0.02,0.0,No,1.3,0.961,3.76,3.5,8.69,5.9,No,11.376666666666667,2.090909090909091,0.0
4630dc37-cdbd-427a-b727-cce48bc53026,48.0,76.55,25.0,33.0,0.15,0.0696,1.0,Yes,4.1,0.473,3.78,5.55,7.88,3.6,No,2.944230769230769,0.673469387755102,0.473
dd625724-b094-498f-a1ff-cc468962ea0d,2.0,71.3,2.0,2.0,0.34340000000000004,0.1648,1.0,No,0.0,0.402,4.51,4.97,8.29,6.6,No,23.766666666666666,0.6666666666666666,0.402
9bea24d2-61d6-4af3-b3eb-bdf24d607443,52.0,39.12,14.0,9.0,0.425,0.148,1.0,No,6.0,0.617,5.0,7.02,8.84,5.7,No,2.6079999999999997,0.16981132075471697,0.617
339fb247-78e3-4972-9e9b-f2f2e9beba97,32.0,59.52,1.0,89.0,0.158,0.0904,1.0,No,2.9,0.419,4.07,1.5,8.1,3.7,Yes,29.76,2.696969696969697,0.419
387ac9ee-8d4f-4156-99db-190f5940683b,8.0,33.87,11.0,13.0,0.031,0.0424,2.0,Yes,2.1,0.784,3.23,5.42,6.76,3.0,No,2.8225,1.4444444444444444,1.568
847a4cf5-6093-44b0-beed-0889cc2d4897,36.0,58.86,1.0,2.0,0.3688,0.0696,2.0,No,0.4,0.665,1.93,5.1,5.36,7.4,No,29.43,0.05405405405405406,1.33
5385a289-8a6a-423b-afcc-7c8957b2c633,53.0,72.33,27.0,55.0,0.337,0.072,1.0,Yes,2.8,0.404,3.65,4.08,7.74,4.9,No,2.5832142857142855,1.0185185185185186,0.404
1613dd05-b536-444b-84e5-7d53700cd909,27.0,61.93,1.0,41.0,0.294,0.0176,0.0,No,3.3,0.358,3.75,4.08,8.69,4.7,No,30.965,1.4642857142857142,0.0
1bedff67-d48a-40fd-bb11-f3ae68e6981e,60.0,85.09,1.0,20.0,0.19140000000000001,0.0032,0.0,No,1.6,0.833,4.32,5.1,9.31,2.5,No,42.545,0.32786885245901637,0.0
9c9e0357-f27e-40aa-9f31-b1898b25d596,27.0,61.0,7.0,8.0,0.164,0.2736,2.0,No,5.0,0.871,3.24,6.5,5.99,3.8,No,7.625,0.2857142857142857,1.742
ccc85da0-ebb2-48d2-aa7d-528d7a0b754c,42.0,60.0,22.0,63.0,0.061,0.0144,1.0,No,3.6,0.46,3.61,3.78,7.9,3.1,Yes,2.608695652173913,1.4651162790697674,0.46
59f068da-8eb0-4238-b820-979b6cdd9884,23.0,114.21,1.0,4.0,0.342,0.0152,0.0,No,0.0,0.565,3.57,4.83,8.52,4.7,No,57.105,0.16666666666666666,0.0
b7b29cf7-1210-47e4-89a0-0541d46a82a6,12.0,29.38,4.0,22.0,0.097,0.0248,0.0,No,0.0,0.897,5.0,4.03,9.92,3.5,No,5.8759999999999994,1.6923076923076923,0.0
8e4678f9-c0ab-4589-a404-b6a8eae4f2bd,6.0,135.91,4.0,15.0,0.29579999999999995,0.2928,1.0,No,2.7,0.584,2.59,5.28,5.95,4.6,No,27.182,2.142857142857143,0.584
c52cf26c-4ea9-4a6b-add4-1327ba70ddb8,43.0,119.41,11.0,89.0,0.178,0.0928,1.0,No,0.5,0.38,4.7,1.08,8.72,3.5,Yes,9.950833333333334,2.022727272727273,0.38
4dd339e7-fd14-4c39-bdda-ad59c57e8b36,24.0,34.07,7.0,34.0,0.103,0.0688,0.0,No,1.5,0.494,4.38,4.03,9.15,3.5,No,4.25875,1.36,0.0
7939c679-37d9-4d47-84ea-77014adab4e6,37.0,67.14,10.0,3.0,0.168,0.0496,0.0,No,3.4,0.91,5.0,6.32,9.83,3.8,No,6.1036363636363635,0.07894736842105263,0.0
bf87fde9-5121-40e5-9778-078dec64d616,57.0,44.6,29.0,2.0,0.039,0.1664,3.0,No,3.9,0.688,4.25,7.17,6.7,3.0,No,1.4866666666666668,0.034482758620689655,2.064
d405afa4-96a8-40ba-973c-9e9e50ab883a,25.0,125.9,1.0,40.0,0.421,0.024,0.0,No,2.6,0.61,3.63,3.9,8.55,5.2,No,62.95,1.5384615384615385,0.0
388cd360-d997-4d6e-a468-ebea57a5360d,20.0,47.06,1.0,53.0,0.297,0.0128,1.0,No,6.8,0.634,4.56,4.65,8.85,4.8,No,23.53,2.5238095238095237,0.634
304da81c-e330-4740-b8cf-c1c9359f9817,47.0,79.34,12.0,18.0,0.355,0.0104,2.0,No,3.5,0.19,2.32,5.67,5.95,5.0,No,6.103076923076923,0.375,0.38
70b89cee-7e11-4e6a-9e20-5ade6f60a7f0,45.0,70.43,1.0,2.0,0.168,0.1504,1.0,No,3.3,0.526,3.86,6.03,7.69,3.8,No,35.215,0.043478260869565216,0.526
866571ee-87b2-4d28-bf5a-1dee611404db,37.0,52.78,31.0,5.0,0.186,0.1399999999999999,1.0,No,2.8,0.643,3.79,6.95,7.66,4.0,No,1.649375,0.13157894736842105,0.643
a09ccfc4-dfbf-46d9-af8a-db4a86cebf1c,6.0,53.03,1.0,18.0,0.294,0.0608,0.0,No,2.3,0.85,5.0,4.9,9.8,4.7,No,26.515,2.5714285714285716,0.0
de6a4d1f-d8c8-47bc-8ddc-0a935410d939,55.0,47.03,14.0,8.0,0.371,0.184,0.0,No,5.5,0.564,4.62,6.9,9.01,5.3,No,3.1353333333333335,0.14285714285714285,0.0
db87c98d-0b61-4992-8973-75c264c8b334,21.0,27.35,6.0,53.0,0.125,0.188,3.0,No,0.8,0.621,2.89,2.82,5.26,3.7,Yes,3.9071428571428575,2.409090909090909,1.863
18a799d5-ade6-4ca5-af58-6c5267dcd314,31.0,78.64,8.0,23.0,0.32,0.2072,2.0,No,3.9,0.871,3.08,5.42,6.06,4.8,No,8.737777777777778,0.71875,1.742
